policy_id,inception_date,expiration_date,company_id,exposure_units,premium
7104,2016-01-01,2016-12-31,15002,30,1760.48
7105,2016-01-01,2016-12-31,15941,22,1022.76
7106,2016-04-01,2017-04-01,25426,53,1988.12
7107,2016-07-01,2017-07-01,19141,26,851.62
7108,2016-08-01,2017-08-01,11618,5,521.89
7109,2016-07-01,2017-07-01,10807,30,1100.3
7110,2016-07-01,2017-07-01,26052,28,866.44
7111,2016-01-01,2016-12-31,3928,30,880.24
7112,2016-03-01,2017-03-01,97,30,1760.48
7113,2016-01-01,2016-12-31,26323,9,639.44
7114,2016-07-01,2017-07-01,10285,29,1637.74
7115,2016-01-01,2016-12-31,9234,82,1081.34
7116,2016-07-01,2017-07-01,3342,30,880.24
7117,2016-07-01,2017-07-01,12593,17,1916.61
7118,2016-01-01,2016-12-31,25199,112,1143.7
7119,2016-01-01,2016-12-31,4605,80,1076.41
7120,2016-07-01,2017-07-01,8234,21,1213.36
7121,2016-07-01,2017-07-01,15944,18,778.07
7122,2016-01-01,2016-12-31,12710,17,766.64
7123,2016-03-01,2017-03-01,26623,2,338.63
7124,2016-08-01,2017-08-01,13550,13,1782.47
7125,2016-07-01,2017-07-01,7400,3,419.72
7126,2016-07-01,2017-07-01,24768,51,986.37
7127,2016-01-01,2016-12-31,24850,48,974.24
7128,2016-07-01,2017-07-01,17403,30,880.24
7129,2016-08-01,2017-08-01,7385,3,419.72
7130,2016-12-01,2017-12-01,516,8,615.89
7131,2016-04-01,2017-04-01,6649,50,1228.01
7132,2016-01-01,2016-12-31,18573,3,524.65
7133,2016-01-01,2016-12-31,25299,16,754.52
7134,2016-07-01,2017-07-01,18922,90,1099.96
7135,2016-07-01,2017-07-01,13900,30,880.24
7136,2016-01-01,2016-12-31,13741,64,1031.78
7137,2016-01-01,2016-12-31,9382,59,2031.01
7138,2016-01-01,2016-12-31,25721,14,909.76
7139,2016-09-01,2017-09-01,21091,101,1123.02
7140,2016-01-01,2016-12-31,20891,11,679.58
7141,2016-01-01,2016-12-31,4077,18,778.07
7142,2016-06-01,2017-06-01,757,32,893.15
7143,2016-01-01,2016-12-31,23797,30,880.24
7144,2016-07-01,2017-07-01,19137,30,1760.48
7145,2016-03-01,2017-03-01,14722,120,1446.87
7146,2016-11-01,2017-11-01,571,18,778.07
7147,2016-01-01,2016-12-31,23706,43,2380.6
7148,2016-12-01,2017-12-01,27339,2,338.63
7149,2016-01-01,2016-12-31,15453,30,1320.36
7150,2016-07-01,2017-07-01,2127,30,880.24
7151,2016-05-01,2017-05-01,5344,2,507.94
7152,2016-09-01,2017-09-01,15656,26,851.62
7153,2016-07-01,2017-07-01,6771,10,660.52
7154,2016-12-01,2017-12-01,16261,30,2200.6
7155,2016-01-01,2016-12-31,18598,102,1406.24
7156,2016-01-01,2016-12-31,20005,194,2507.14
7157,2016-03-01,2017-03-01,21949,2,338.63
7158,2016-08-01,2017-08-01,24461,20,799.15
7159,2016-01-01,2016-12-31,5902,110,2280.19
7160,2016-04-01,2017-04-01,5709,29,873.46
7161,2016-07-01,2017-07-01,4401,30,1100.3
7162,2016-06-01,2017-06-01,21545,18,1556.15
7163,2016-01-01,2016-12-31,7747,30,880.24
7164,2016-06-01,2017-06-01,17686,93,1106.52
7165,2016-11-01,2017-11-01,11783,48,974.24
7166,2016-01-01,2016-12-31,25257,3,419.72
7167,2016-11-01,2017-11-01,2540,30,880.24
7168,2016-07-01,2017-07-01,19116,12,696.98
7169,2016-09-01,2017-09-01,8999,22,818.21
7170,2016-01-01,2016-12-31,12441,37,922.18
7171,2016-05-01,2017-05-01,19557,7,736.48
7172,2016-10-01,2017-10-01,12908,48,1461.36
7173,2016-03-01,2017-03-01,8899,30,880.24
7174,2016-06-01,2017-06-01,26428,22,818.21
7175,2016-07-01,2017-07-01,4845,29,873.46
7176,2016-07-01,2017-07-01,18831,27,859.17
7177,2016-01-01,2016-12-31,20987,18,778.07
7178,2016-07-01,2017-07-01,19798,114,1147.24
7179,2016-07-01,2017-07-01,18498,6,558.35
7180,2016-01-01,2016-12-31,18747,37,1152.73
7181,2016-08-01,2017-08-01,25202,30,1100.3
7182,2016-06-01,2017-06-01,13153,30,880.24
7183,2016-01-01,2016-12-31,1797,32,893.15
7184,2016-07-01,2017-07-01,9722,4,477.26
7185,2016-07-01,2017-07-01,25739,24,835.61
7186,2016-01-01,2016-12-31,14965,41,942.71
7187,2016-01-01,2016-12-31,25864,30,880.24
7188,2016-05-01,2017-05-01,26126,134,1179.57
7189,2016-07-01,2017-07-01,17441,6,558.35
7190,2016-10-01,2017-10-01,2038,30,2200.6
7191,2016-01-01,2016-12-31,637,16,754.52
7192,2016-09-01,2017-09-01,3005,22,1022.76
7193,2016-01-01,2016-12-31,25375,7,589.18
7194,2016-01-01,2016-12-31,21367,35,911.07
7195,2016-12-01,2017-12-01,17929,46,965.73
7196,2016-07-01,2017-07-01,5606,29,873.46
7197,2016-01-01,2016-12-31,9829,32,1116.43
7198,2016-07-01,2017-07-01,25762,14,727.81
7199,2016-01-01,2016-12-31,21377,10,660.52
7200,2016-07-01,2017-07-01,15658,24,835.61
7201,2016-09-01,2017-09-01,4936,103,2253.89
7202,2016-05-01,2017-05-01,24150,4,477.26
7203,2016-01-01,2016-12-31,4206,144,1193.96
7204,2016-01-01,2016-12-31,26973,58,1012.09
7205,2016-04-01,2017-04-01,18346,26,851.62
7206,2016-01-01,2016-12-31,1344,24,835.61
7207,2016-09-01,2017-09-01,3535,1,250
7208,2016-01-01,2016-12-31,13315,30,1100.3
7209,2016-07-01,2017-07-01,21345,9,639.44
7210,2016-07-01,2017-07-01,19173,30,880.24
7211,2016-01-01,2016-12-31,23490,22,818.21
7212,2016-01-01,2016-12-31,19959,8,1231.78
7213,2016-01-01,2016-12-31,19027,30,880.24
7214,2016-01-01,2016-12-31,25604,12,1393.96
7215,2016-04-01,2017-04-01,5194,4,477.26
7216,2016-06-01,2017-06-01,15247,2,338.63
7217,2016-10-01,2017-10-01,23612,16,754.52
7218,2016-01-01,2016-12-31,27554,16,754.52
7219,2016-07-01,2017-07-01,16277,18,778.07
7220,2016-01-01,2016-12-31,2255,10,660.52
7221,2016-11-01,2017-11-01,22505,45,961.33
7222,2016-06-01,2017-06-01,22382,26,851.62
7223,2016-04-01,2017-04-01,9144,30,880.24
7224,2016-01-01,2016-12-31,21090,7,736.48
7225,2016-07-01,2017-07-01,12335,1,200
7226,2016-07-01,2017-07-01,25600,59,1015.51
7227,2016-01-01,2016-12-31,13686,30,880.24
7228,2016-07-01,2017-07-01,11458,8,615.89
7229,2016-01-01,2016-12-31,21763,1,200
7230,2016-07-01,2017-07-01,16925,1,300
7231,2016-01-01,2016-12-31,16939,37,1383.28
7232,2016-01-01,2016-12-31,14723,30,880.24
7233,2016-07-01,2017-07-01,9243,30,880.24
7234,2016-12-01,2017-12-01,12876,10,660.52
7235,2016-07-01,2017-07-01,4018,6,558.35
7236,2016-07-01,2017-07-01,26761,53,994.06
7237,2016-07-01,2017-07-01,14833,48,974.24
7238,2016-12-01,2017-12-01,9543,30,880.24
7239,2016-03-01,2017-03-01,24756,53,994.06
7240,2016-06-01,2017-06-01,21378,78,1339.18
7241,2016-07-01,2017-07-01,8028,32,1116.43
7242,2016-11-01,2017-11-01,9537,27,859.17
7243,2016-01-01,2016-12-31,4951,15,741.61
7244,2016-10-01,2017-10-01,18270,29,873.46
7245,2016-07-01,2017-07-01,11870,30,1100.3
7246,2016-07-01,2017-07-01,16480,31,1330.2
7247,2016-01-01,2016-12-31,8362,74,1326.02
7248,2016-03-01,2017-03-01,21043,103,1408.68
7249,2016-01-01,2016-12-31,11909,83,1083.77
7250,2016-01-01,2016-12-31,16703,3,839.44
7251,2016-01-01,2016-12-31,4312,29,873.46
7252,2016-07-01,2017-07-01,1682,1,300
7253,2016-01-01,2016-12-31,2066,77,1068.76
7254,2016-01-01,2016-12-31,16354,14,727.81
7255,2016-07-01,2017-07-01,14410,118,1442.67
7256,2016-10-01,2017-10-01,18559,16,1509.04
7257,2016-06-01,2017-06-01,12824,30,880.24
7258,2016-07-01,2017-07-01,14319,7,736.48
7259,2016-05-01,2017-05-01,7274,10,660.52
7260,2016-07-01,2017-07-01,19127,106,1132.69
7261,2016-09-01,2017-09-01,17147,30,1100.3
7262,2016-05-01,2017-05-01,22538,30,880.24
7263,2016-01-01,2016-12-31,4197,30,1100.3
7264,2016-07-01,2017-07-01,15612,19,788.89
7265,2016-01-01,2016-12-31,14808,30,880.24
7266,2016-01-01,2016-12-31,26666,70,1312.12
7267,2016-01-01,2016-12-31,14023,26,851.62
7268,2016-07-01,2017-07-01,3978,32,893.15
7269,2016-10-01,2017-10-01,4125,40,937.78
7270,2016-01-01,2016-12-31,27719,7,1178.36
7271,2016-01-01,2016-12-31,26065,30,880.24
7272,2016-07-01,2017-07-01,10324,58,1265.11
7273,2016-05-01,2017-05-01,22565,30,1100.3
7274,2016-07-01,2017-07-01,7542,30,880.24
7275,2016-03-01,2017-03-01,12738,2,423.29
7276,2016-07-01,2017-07-01,21878,30,880.24
7277,2016-12-01,2017-12-01,18711,83,1083.77
7278,2016-07-01,2017-07-01,2122,30,880.24
7279,2016-07-01,2017-07-01,5724,6,558.35
7280,2016-01-01,2016-12-31,20589,16,754.52
7281,2016-08-01,2017-08-01,6533,18,778.07
7282,2016-04-01,2017-04-01,3375,30,2200.6
7283,2016-11-01,2017-11-01,24445,35,911.07
7284,2016-08-01,2017-08-01,10864,30,1100.3
7285,2016-10-01,2017-10-01,20480,1,200
7286,2016-05-01,2017-05-01,25032,20,799.15
7287,2016-01-01,2016-12-31,21410,30,1100.3
7288,2016-09-01,2017-09-01,26542,18,778.07
7289,2016-07-01,2017-07-01,20001,256,1963.55
7290,2016-01-01,2016-12-31,2864,4,477.26
7291,2016-07-01,2017-07-01,2830,67,1040.94
7292,2016-07-01,2017-07-01,20766,14,727.81
7293,2016-01-01,2016-12-31,20517,24,1671.22
7294,2016-07-01,2017-07-01,18273,144,1193.96
7295,2016-07-01,2017-07-01,15295,6,697.94
7296,2016-07-01,2017-07-01,3214,30,1760.48
7297,2016-01-01,2016-12-31,10137,58,1012.09
7298,2016-04-01,2017-04-01,14645,30,880.24
7299,2016-01-01,2016-12-31,18497,91,1377.71
7300,2016-01-01,2016-12-31,2223,30,1760.48
7301,2016-01-01,2016-12-31,7924,2,338.63
7302,2016-07-01,2017-07-01,1702,58,2024.18
7303,2016-01-01,2016-12-31,4961,6,697.94
7304,2016-01-01,2016-12-31,18563,30,880.24
7305,2016-10-01,2017-10-01,18040,50,982.4
7306,2016-07-01,2017-07-01,11202,53,994.06
7307,2016-01-01,2016-12-31,21492,37,922.18
7308,2016-01-01,2016-12-31,18604,54,1995.59
7309,2016-05-01,2017-05-01,8153,108,1420.53
7310,2016-11-01,2017-11-01,4225,67,1040.94
7311,2016-02-01,2017-01-31,18357,30,880.24
7312,2016-01-01,2016-12-31,3634,5,521.89
7313,2016-07-01,2017-07-01,14958,12,696.98
7314,2016-01-01,2016-12-31,9851,8,615.89
7315,2016-02-01,2017-01-31,9289,196,1255.62
7316,2016-01-01,2016-12-31,18227,29,873.46
7317,2016-01-01,2016-12-31,24507,30,880.24
7318,2016-07-01,2017-07-01,12106,72,1055.33
7319,2016-06-01,2017-06-01,26431,57,1008.61
7320,2016-07-01,2017-07-01,21203,1,200
7321,2016-07-01,2017-07-01,22824,47,970.03
7322,2016-07-01,2017-07-01,23299,82,1351.68
7323,2016-07-01,2017-07-01,11989,48,974.24
7324,2016-01-01,2016-12-31,19885,8,923.83
7325,2016-11-01,2017-11-01,24175,70,1049.7
7326,2016-01-01,2016-12-31,7532,4,596.57
7327,2016-01-01,2016-12-31,11964,22,818.21
7328,2016-01-01,2016-12-31,22849,60,1018.87
7329,2016-03-01,2017-03-01,12682,72,1055.33
7330,2016-11-01,2017-11-01,5419,22,818.21
7331,2016-07-01,2017-07-01,18567,8,1231.78
7332,2016-01-01,2016-12-31,374,2,423.29
7333,2016-01-01,2016-12-31,17683,45,1201.67
7334,2016-02-01,2017-01-31,23483,33,1124.13
7335,2016-07-01,2017-07-01,21600,38,1855.03
7336,2016-01-01,2016-12-31,25552,102,1124.99
7337,2016-02-01,2017-01-31,22219,30,1100.3
7338,2016-04-01,2017-04-01,4727,55,1001.47
7339,2016-12-01,2017-12-01,17264,50,982.4
7340,2016-07-01,2017-07-01,8350,3,786.98
7341,2016-07-01,2017-07-01,19469,20,799.15
7342,2016-03-01,2017-03-01,22807,37,1152.73
7343,2016-06-01,2017-06-01,7281,288,1332.59
7344,2016-01-01,2016-12-31,15581,120,1157.5
7345,2016-01-01,2016-12-31,25737,21,808.9
7346,2016-07-01,2017-07-01,4180,74,1326.02
7347,2016-12-01,2017-12-01,7414,53,1242.57
7348,2016-07-01,2017-07-01,7642,5,782.83
7349,2016-07-01,2017-07-01,7399,13,712.99
7350,2016-01-01,2016-12-31,5691,30,880.24
7351,2016-12-01,2017-12-01,12864,30,880.24
7352,2016-06-01,2017-06-01,10774,30,1760.48
7353,2016-04-01,2017-04-01,9694,14,727.81
7354,2016-06-01,2017-06-01,25704,6,558.35
7355,2016-01-01,2016-12-31,21023,42,947.53
7356,2016-01-01,2016-12-31,4996,65,1293.6
7357,2016-01-01,2016-12-31,13990,54,1870.87
7358,2016-01-01,2016-12-31,18437,7,1178.36
7359,2016-07-01,2017-07-01,11744,46,965.73
7360,2016-01-01,2016-12-31,11675,128,1170.41
7361,2016-01-01,2016-12-31,16976,18,778.07
7362,2016-01-01,2016-12-31,154,6,558.35
7363,2016-01-01,2016-12-31,10822,1,200
7364,2016-03-01,2017-03-01,19144,79,2147.78
7365,2016-05-01,2017-05-01,24483,36,916.7
7366,2016-01-01,2016-12-31,26454,10,660.52
7367,2016-01-01,2016-12-31,9189,31,886.8
7368,2016-07-01,2017-07-01,24371,30,1100.3
7369,2016-01-01,2016-12-31,27417,30,880.24
7370,2016-01-01,2016-12-31,23511,7,589.18
7371,2016-01-01,2016-12-31,13641,103,1126.95
7372,2016-04-01,2017-04-01,5542,4,477.26
7373,2016-01-01,2016-12-31,13284,5,521.89
7374,2016-07-01,2017-07-01,316,4,596.57
7375,2016-02-01,2017-01-31,8857,56,1256.34
7376,2016-05-01,2017-05-01,10658,107,1134.57
7377,2016-07-01,2017-07-01,10640,27,859.17
7378,2016-01-01,2016-12-31,18261,30,880.24
7379,2016-01-01,2016-12-31,2881,30,880.24
7380,2016-07-01,2017-07-01,11156,14,909.76
7381,2016-01-01,2016-12-31,8745,43,952.24
7382,2016-06-01,2017-06-01,4078,6,697.94
7383,2016-06-01,2017-06-01,26419,60,1018.87
7384,2016-01-01,2016-12-31,8797,40,1406.66
7385,2016-08-01,2017-08-01,12426,1,250
7386,2016-02-01,2017-01-31,8798,41,942.71
7387,2016-03-01,2017-03-01,20037,19,788.89
7388,2016-06-01,2017-06-01,23414,30,880.24
7389,2016-03-01,2017-03-01,12430,4,477.26
7390,2016-07-01,2017-07-01,16646,1,200
7391,2016-07-01,2017-07-01,1978,1,200
7392,2016-07-01,2017-07-01,5790,19,788.89
7393,2016-05-01,2017-05-01,1822,32,1116.43
7394,2016-07-01,2017-07-01,13691,22,818.21
7395,2016-01-01,2016-12-31,10549,30,880.24
7396,2016-07-01,2017-07-01,16085,61,1277.72
7397,2016-07-01,2017-07-01,8429,16,754.52
7398,2016-07-01,2017-07-01,6682,22,1227.31
7399,2016-04-01,2017-04-01,817,9,1278.89
7400,2016-06-01,2017-06-01,20266,53,1988.12
7401,2016-07-01,2017-07-01,15324,30,880.24
7402,2016-06-01,2017-06-01,26634,1,200
7403,2016-01-01,2016-12-31,5131,192,1251.5
7404,2016-05-01,2017-05-01,14637,14,727.81
7405,2016-06-01,2017-06-01,9960,30,1100.3
7406,2016-01-01,2016-12-31,882,30,1100.3
7407,2016-02-01,2017-01-31,15264,112,1429.62
7408,2016-12-01,2017-12-01,13195,30,880.24
7409,2016-01-01,2016-12-31,6692,30,880.24
7410,2016-12-01,2017-12-01,298,27,859.17
7411,2016-01-01,2016-12-31,25104,2,338.63
7412,2016-09-01,2017-09-01,1361,58,1265.11
7413,2016-07-01,2017-07-01,26601,4,477.26
7414,2016-01-01,2016-12-31,22569,1,200
7415,2016-09-01,2017-09-01,23135,30,880.24
7416,2016-01-01,2016-12-31,23704,21,808.9
7417,2016-07-01,2017-07-01,2602,80,1614.61
7418,2016-07-01,2017-07-01,692,144,1492.45
7419,2016-05-01,2017-05-01,1893,16,943.15
7420,2016-10-01,2017-10-01,23403,36,916.7
7421,2016-06-01,2017-06-01,17035,30,880.24
7422,2016-07-01,2017-07-01,19573,10,660.52
7423,2016-02-01,2017-01-31,4970,21,808.9
7424,2016-07-01,2017-07-01,24838,19,788.89
7425,2016-06-01,2017-06-01,18277,30,880.24
7426,2016-07-01,2017-07-01,6874,26,851.62
7427,2016-01-01,2016-12-31,21845,30,880.24
7428,2016-01-01,2016-12-31,13343,11,679.58
7429,2016-07-01,2017-07-01,27235,59,1015.51
7430,2016-07-01,2017-07-01,2917,69,1046.82
7431,2016-07-01,2017-07-01,16272,39,1165.89
7432,2016-01-01,2016-12-31,1678,192,1251.5
7433,2016-07-01,2017-07-01,4769,10,825.65
7434,2016-01-01,2016-12-31,24573,180,1238.59
7435,2016-07-01,2017-07-01,26315,30,880.24
7436,2016-06-01,2017-06-01,8968,61,1022.17
7437,2016-01-01,2016-12-31,24811,14,727.81
7438,2016-05-01,2017-05-01,10007,36,1145.88
7439,2016-11-01,2017-11-01,13561,90,1099.96
7440,2016-07-01,2017-07-01,25308,69,1046.82
7441,2016-01-01,2016-12-31,15868,41,2356.79
7442,2016-01-01,2016-12-31,13713,30,880.24
7443,2016-01-01,2016-12-31,9006,32,1116.43
7444,2016-07-01,2017-07-01,4170,30,880.24
7445,2016-11-01,2017-11-01,24415,22,1022.76
7446,2016-09-01,2017-09-01,1843,30,880.24
7447,2016-01-01,2016-12-31,7692,24,835.61
7448,2016-07-01,2017-07-01,8225,9,639.44
7449,2016-06-01,2017-06-01,4661,30,880.24
7450,2016-04-01,2017-04-01,19118,6,558.35
7451,2016-07-01,2017-07-01,27154,51,986.37
7452,2016-01-01,2016-12-31,27246,26,851.62
7453,2016-07-01,2017-07-01,14611,20,799.15
7454,2016-07-01,2017-07-01,10109,138,1778.18
7455,2016-07-01,2017-07-01,2087,17,766.64
7456,2016-04-01,2017-04-01,27647,32,893.15
7457,2016-01-01,2016-12-31,7606,1,400
7458,2016-09-01,2017-09-01,9879,11,679.58
7459,2016-01-01,2016-12-31,15260,2,338.63
7460,2016-01-01,2016-12-31,23491,18,972.59
7461,2016-01-01,2016-12-31,19259,26,851.62
7462,2016-07-01,2017-07-01,10064,1,250
7463,2016-12-01,2017-12-01,15731,30,880.24
7464,2016-10-01,2017-10-01,25192,30,880.24
7465,2016-01-01,2016-12-31,15680,6,558.35
7466,2016-07-01,2017-07-01,20119,30,880.24
7467,2016-01-01,2016-12-31,9221,3,524.65
7468,2016-05-01,2017-05-01,13479,9,639.44
7469,2016-09-01,2017-09-01,10833,51,1849.43
7470,2016-01-01,2016-12-31,19145,22,818.21
7471,2016-01-01,2016-12-31,19262,30,1650.45
7472,2016-09-01,2017-09-01,14548,14,1091.72
7473,2016-06-01,2017-06-01,465,4,954.52
7474,2016-01-01,2016-12-31,17306,78,1071.34
7475,2016-05-01,2017-05-01,1354,5,521.89
7476,2016-01-01,2016-12-31,7838,24,1044.51
7477,2016-01-01,2016-12-31,14877,19,788.89
7478,2016-02-01,2017-01-31,9999,29,873.46
7479,2016-07-01,2017-07-01,10529,54,997.8
7480,2016-01-01,2016-12-31,7645,30,880.24
7481,2016-01-01,2016-12-31,17075,27,859.17
7482,2016-07-01,2017-07-01,3518,4,477.26
7483,2016-01-01,2016-12-31,10021,25,843.78
7484,2016-01-01,2016-12-31,23448,18,778.07
7485,2016-05-01,2017-05-01,9366,56,1256.34
7486,2016-07-01,2017-07-01,11802,5,652.36
7487,2016-07-01,2017-07-01,18765,19,788.89
7488,2016-10-01,2017-10-01,6404,24,1671.22
7489,2016-07-01,2017-07-01,15849,24,835.61
7490,2016-01-01,2016-12-31,18087,55,1001.47
7491,2016-01-01,2016-12-31,12066,10,660.52
7492,2016-07-01,2017-07-01,23581,6,558.35
7493,2016-02-01,2017-01-31,9108,31,1330.2
7494,2016-07-01,2017-07-01,15589,2,338.63
7495,2016-04-01,2017-04-01,13927,9,639.44
7496,2016-07-01,2017-07-01,21863,55,1251.83
7497,2016-01-01,2016-12-31,13292,1,400
7498,2016-02-01,2017-01-31,22321,30,1100.3
7499,2016-11-01,2017-11-01,25451,15,741.61
7500,2016-11-01,2017-11-01,14399,62,1025.43
7501,2016-07-01,2017-07-01,16659,3,786.98
7502,2016-01-01,2016-12-31,12755,62,1281.78
7503,2016-10-01,2017-10-01,19540,27,859.17
7504,2016-01-01,2016-12-31,13907,93,1106.52
7505,2016-07-01,2017-07-01,21430,30,880.24
7506,2016-01-01,2016-12-31,23601,30,880.24
7507,2016-03-01,2017-03-01,24046,6,558.35
7508,2016-01-01,2016-12-31,2013,90,1099.96
7509,2016-01-01,2016-12-31,8161,11,1019.37
7510,2016-07-01,2017-07-01,22935,30,1760.48
7511,2016-01-01,2016-12-31,25380,30,1100.3
7512,2016-01-01,2016-12-31,12024,30,880.24
7513,2016-01-01,2016-12-31,25928,1,200
7514,2016-07-01,2017-07-01,25300,6,558.35
7515,2016-06-01,2017-06-01,5170,11,679.58
7516,2016-04-01,2017-04-01,1570,53,1242.57
7517,2016-04-01,2017-04-01,14228,24,1044.51
7518,2016-04-01,2017-04-01,3825,32,1786.29
7519,2016-07-01,2017-07-01,16350,19,986.11
7520,2016-01-01,2016-12-31,2956,2,423.29
7521,2016-11-01,2017-11-01,3180,33,899.3
7522,2016-01-01,2016-12-31,17008,45,961.33
7523,2016-05-01,2017-05-01,24816,2,338.63
7524,2016-07-01,2017-07-01,11474,6,697.94
7525,2016-01-01,2016-12-31,23203,101,2807.56
7526,2016-07-01,2017-07-01,18730,42,1421.3
7527,2016-09-01,2017-09-01,17522,7,589.18
7528,2016-02-01,2017-01-31,3278,42,1421.3
7529,2016-02-01,2017-01-31,9970,21,808.9
7530,2016-09-01,2017-09-01,1357,5,521.89
7531,2016-01-01,2016-12-31,8971,48,1948.48
7532,2016-02-01,2017-01-31,5427,14,727.81
7533,2016-01-01,2016-12-31,592,1,200
7534,2016-11-01,2017-11-01,22303,2,338.63
7535,2016-01-01,2016-12-31,8480,30,1760.48
7536,2016-04-01,2017-04-01,17058,86,1363.59
7537,2016-04-01,2017-04-01,24682,234,1936.6
7538,2016-01-01,2016-12-31,20199,30,880.24
7539,2016-02-01,2017-01-31,17521,30,880.24
7540,2016-01-01,2016-12-31,10987,8,615.89
7541,2016-01-01,2016-12-31,24038,5,1043.78
7542,2016-11-01,2017-11-01,10280,11,679.58
7543,2016-01-01,2016-12-31,6128,53,994.06
7544,2016-01-01,2016-12-31,15102,26,2129.05
7545,2016-07-01,2017-07-01,5603,30,880.24
7546,2016-01-01,2016-12-31,20533,30,880.24
7547,2016-01-01,2016-12-31,7788,30,880.24
7548,2016-07-01,2017-07-01,27005,65,1034.88
7549,2016-01-01,2016-12-31,15604,24,835.61
7550,2016-07-01,2017-07-01,3799,10,660.52
7551,2016-01-01,2016-12-31,5941,10,660.52
7552,2016-08-01,2017-08-01,15587,14,727.81
7553,2016-06-01,2017-06-01,23120,112,1143.7
7554,2016-01-01,2016-12-31,16658,58,1012.09
7555,2016-07-01,2017-07-01,11587,16,1509.04
7556,2016-01-01,2016-12-31,7705,25,843.78
7557,2016-01-01,2016-12-31,22985,103,1126.95
7558,2016-07-01,2017-07-01,25449,27,859.17
7559,2016-01-01,2016-12-31,14142,48,1217.8
7560,2016-01-01,2016-12-31,5523,26,851.62
7561,2016-01-01,2016-12-31,19859,106,1415.86
7562,2016-07-01,2017-07-01,27061,30,1760.48
7563,2016-07-01,2017-07-01,10050,29,873.46
7564,2016-08-01,2017-08-01,19960,67,1301.17
7565,2016-01-01,2016-12-31,20653,26,1064.52
7566,2016-07-01,2017-07-01,9700,48,974.24
7567,2016-02-01,2017-01-31,18934,30,880.24
7568,2016-09-01,2017-09-01,742,166,1528
7569,2016-07-01,2017-07-01,8281,13,712.99
7570,2016-11-01,2017-11-01,17967,8,615.89
7571,2016-04-01,2017-04-01,17450,19,788.89
7572,2016-10-01,2017-10-01,15473,30,880.24
7573,2016-07-01,2017-07-01,197,6,558.35
7574,2016-05-01,2017-05-01,8469,30,880.24
7575,2016-07-01,2017-07-01,13067,43,952.24
7576,2016-01-01,2016-12-31,26707,23,827.1
7577,2016-01-01,2016-12-31,1498,7,736.48
7578,2016-01-01,2016-12-31,9569,30,880.24
7579,2016-07-01,2017-07-01,6074,30,880.24
7580,2016-01-01,2016-12-31,14867,51,986.37
7581,2016-01-01,2016-12-31,10531,26,1277.43
7582,2016-08-01,2017-08-01,12890,11,679.58
7583,2016-07-01,2017-07-01,26732,30,880.24
7584,2016-11-01,2017-11-01,25428,113,1145.48
7585,2016-07-01,2017-07-01,21995,19,986.11
7586,2016-07-01,2017-07-01,17788,4,477.26
7587,2016-07-01,2017-07-01,16039,74,1060.81
7588,2016-01-01,2016-12-31,13795,30,880.24
7589,2016-05-01,2017-05-01,23383,30,880.24
7590,2016-03-01,2017-03-01,9169,31,886.8
7591,2016-07-01,2017-07-01,2039,30,1650.45
7592,2016-07-01,2017-07-01,11969,37,1152.73
7593,2016-02-01,2017-01-31,25800,46,1448.59
7594,2016-07-01,2017-07-01,22344,18,972.59
7595,2016-07-01,2017-07-01,27168,58,1012.09
7596,2016-07-01,2017-07-01,23287,192,1251.5
7597,2016-01-01,2016-12-31,16957,34,905.27
7598,2016-07-01,2017-07-01,12509,6,697.94
7599,2016-01-01,2016-12-31,14589,106,1132.69
7600,2016-07-01,2017-07-01,6048,30,880.24
7601,2016-01-01,2016-12-31,19248,41,942.71
7602,2016-10-01,2017-10-01,24671,14,727.81
7603,2016-01-01,2016-12-31,6763,9,799.31
7604,2016-09-01,2017-09-01,20720,24,835.61
7605,2016-01-01,2016-12-31,12892,147,1497.61
7606,2016-02-01,2017-01-31,27116,2,338.63
7607,2016-11-01,2017-11-01,3961,22,1636.42
7608,2016-01-01,2016-12-31,5706,54,1247.25
7609,2016-07-01,2017-07-01,1151,6,1116.7
7610,2016-12-01,2017-12-01,10114,45,1201.67
7611,2016-01-01,2016-12-31,9860,37,1152.73
7612,2016-01-01,2016-12-31,18129,6,697.94
7613,2016-11-01,2017-11-01,23130,53,1491.09
7614,2016-07-01,2017-07-01,10792,30,880.24
7615,2016-01-01,2016-12-31,3430,31,886.8
7616,2016-06-01,2017-06-01,1666,25,1582.08
7617,2016-01-01,2016-12-31,12619,18,778.07
7618,2016-02-01,2017-01-31,9142,22,1022.76
7619,2016-07-01,2017-07-01,25276,30,880.24
7620,2016-08-01,2017-08-01,23872,26,851.62
7621,2016-07-01,2017-07-01,18566,32,1116.43
7622,2016-10-01,2017-10-01,4000,96,1112.87
7623,2016-01-01,2016-12-31,6864,41,942.71
7624,2016-04-01,2017-04-01,11915,86,1090.87
7625,2016-06-01,2017-06-01,2681,13,712.99
7626,2016-09-01,2017-09-01,20853,4,477.26
7627,2016-01-01,2016-12-31,18613,96,1391.09
7628,2016-11-01,2017-11-01,23649,30,880.24
7629,2016-01-01,2016-12-31,10407,9,639.44
7630,2016-01-01,2016-12-31,9163,30,880.24
7631,2016-07-01,2017-07-01,3655,130,1466.88
7632,2016-07-01,2017-07-01,9805,30,880.24
7633,2016-01-01,2016-12-31,6554,10,1321.03
7634,2016-10-01,2017-10-01,27239,84,1357.7
