company_id,address,country,state,company_type,industry_code,sector_code,locations,year_founded,employees,risk_zone,revenue,cost_of_revenue,legal_involvement,internet_complaints
5889,"Millenia Tower 1 Temasek Avenue No. 36-01   Singapore , 039192",SGP,,1,5956,5,2,2015,6,5,934.44,394.51,0,0
5890,"7 Clyde Road    Somerset NJ, 08873",USA,NJ,1,1173,1,3,,22,5,7061.06,4991.62,1,1
5891,"200 South Victoria Avenue    Pueblo CO, 81003",USA,CO,1,5057,5,3,,26,5,2036.28,721.78,0,3
5892,"614 East Highway 50 Suite 235   Clermont FL, 34711",USA,FL,1,8275,8,1,2017,2,,1482.96,1810.95,0,5
5893,"2999 North 44th Street Suite 530   Phoenix AZ, 85018",USA,AZ,1,4750,4,6,2017,36,,1136.85,1004.83,0,1
5894,"Millbank Tower 21-24 27th Floor Millbank  London , SW1P 4QP",GBR,,1,6226,6,1,2016,19,,5226.81,4883.96,0,0
5895,"58 Dongcheng District    Beijing , 100027",CHN,,1,0264,0,12,2017,,,,,0,0
5896,"15C, China Merchants Tower No. 1166 Wanghai Road Nansha District  Shenzhen , 518067",CHN,,1,9465,9,1,2015,1,,6199.71,5623.24,1,4
5897,"Tai Yau Building Rooms 1309-11 13th Floor No. 181 Johnston Road Wanchai , ",HKG,,1,5345,5,1,2015,17,,2277.95,1499.72,0,0
5898,"Raul Whallenberg 20    Tel Aviv , ",ISR,,1,7867,7,1,,,,,,0,1
5899,"PO Box 162    Sarpsborg , 1701",NOR,,1,4502,4,1,2017,3,,3722.41,3741.84,1,1
5900,"XERO ONE 19-23 Taranaki Street Te Aro  Wellington , 6011",NZL,,1,3458,3,3,2011,27,,1673.37,1113.1,1,6
5901,"3577 NW 9 Avenue Suite 2607   Oakland Park FL, 33309",USA,FL,1,8501,8,1,2017,1,,18885.74,17894.46,0,1
5902,"2-1 Nihombashi-kabuto-cho Chuo-ku   Tokyo , 103-8224",JPN,,1,4116,4,,,110,5,3482.79,3808.47,0,0
5903,"216 St Georges Terrace Level 4   Perth WA, 6000",AUS,,1,4215,4,,,7,3,1556.44,2040.07,0,0
5904,"Technopole Bordeaux Montesquieu Allée François Magendie   Martillac , 33650",FRA,,1,0163,0,3,2017,42,,33766.66,36513.22,0,0
5905,"1250 East Hallandale Beach Boulevard Suite 402   Hallandale Beach FL, 33009",USA,FL,1,3366,3,1,,5,,1467.96,1668.7,0,0
5906,"Building 6 Level 1 650 Church Street  Richmond VIC, 3121",AUS,,1,4287,4,4,,14,1,2587.57,2407.92,1,3
5907,"410 Falconbridge Road Suite 5   Sudbury ON, P3A 4S4",CAN,ON,1,6973,6,6,1999,,2,,,1,4
5908,"B2 Fuli Square 5th Floor, Unit 505 No. 145 Enzhou Big Lane, 8th Zhongshan Road Liwan District Guangzhou , ",CHN,,1,7523,7,1,2016,5,,9437.95,4528.97,0,0
5909,"Hans-Böckler-Strasse 38    Dusseldorf , 40476",DEU,,1,3833,3,3,2017,,1,,,0,5
5910,"150 Spear Street Suite 400   San Francisco CA, 94105",USA,CA,1,8568,8,3,,26,,32235.78,29635.79,0,0
5911,"2 Manhattanville Road Suite 203   Purchase NY, 10577",USA,NY,1,1515,1,4,2005,91,,26705.41,18493.6,0,0
5912,"4321 Collington Road    Bowie MD, 20716",USA,MD,1,8993,8,1,2014,3,5,3242.03,2948.31,0,1
5913,"800 North Glebe Road Suite 500   Arlington VA, 22203",USA,VA,1,5085,5,5,2002,33,3,5284.36,2830.71,0,7
5914,"4130 ParkLake Avenue Suite 400   Raleigh NC, 27612",USA,NC,1,4116,4,2,2011,55,,2064.09,1354.88,1,5
5915,"5955 Shiloh Road East Suite 104   Alpharetta GA, 30005",USA,GA,1,9466,9,3,2017,10,2,2828.88,2073.03,0,3
5916,"12300 Liberty Boulevard    Englewood CO, 80112",USA,CO,1,6044,6,2,2017,8,,6498.65,3960.51,0,0
5917,"200 West Forsyth Street 7th Floor   Jacksonville FL, 32202",USA,FL,1,5956,5,6,2017,14,,893.58,287.98,0,2
5918,"340 Madison Avenue Suite 3C   New York NY, 10173",USA,NY,1,5057,5,2,2015,10,5,1060.62,932.97,0,0
5919,"1140 Bay Street Suite 4000   Toronto ON, M5S 2B4",CAN,ON,1,9142,9,1,2016,10,1,3558.51,3913.55,0,2
5920,"1099 Stewart Street Suite 600   Seattle WA, 98101",USA,WA,1,4932,4,1,2014,41,1,2278.71,1582.49,0,0
5921,"1151 Maplewood Drive    Itasca IL, 60143",USA,IL,1,2989,2,1,2017,2,,4263.14,4249.76,0,1
5922,"13888 Harbor Boulevard Suite 8A   Garden Grove CA, 92843",USA,CA,1,2989,2,5,,36,,2938.84,2208.42,0,0
5923,"Great West House GW1, 17th Floor Great West Road  Brentford , TW8 9DF",GBR,,1,9149,9,2,2013,18,1,4252.07,4369.04,0,1
5924,"3000 Hanover Street    Palo Alto CA, 94304",USA,CA,1,6226,6,1,,74,3,22917.64,13306.19,1,5
5925,"35 West Wacker Drive    Chicago IL, 60601",USA,IL,1,4410,4,5,2007,144,,1419.82,1409.21,0,1
5926,"No. 3 Financial Street Xicheng District   Beijing , 100808",CHN,,1,9142,9,1,2017,5,,1887.21,2169.49,1,5
5927,"701 East Santa Clara Street    Ventura CA, 93001",USA,CA,2,2364,2,5,,45,,2139.61,2380.84,0,0
5928,"294 Grove Lane East    Wayzata MN, 55391",USA,MN,2,6683,6,5,,240,1,25084.36,15088.6,0,0
5929,"4111 East 37th St. North    Wichita KS, 67220",USA,KS,2,4215,4,2,,10,,9162.34,6692.78,0,0
5930,"Two Windsor Plaza Suite 411 7540 Windsor Drive  Allentown PA, 18195",USA,PA,2,0550,0,6,2017,27,,19032.47,15094.13,1,1
5931,"1100 Russell Street Unit 6   Thunder Bay ON, P7B 5N2",CAN,ON,2,8501,8,1,2015,6,,3525.00,4146.29,0,4
5932,"212, avenue De la Cathédrale    Rimouski QC, G5L 5J2",CAN,QC,2,2535,2,1,2016,1,,7550.12,9888.18,0,7
5933,"6060 Covered Wagon Trail    Flint MI, 48532",USA,MI,2,5956,5,1,,7,,1080.94,675.02,0,3
5934,"Manor Royal    Crawley , RH10 9LW",GBR,,2,9180,9,1,,17,,3373.99,3248.96,0,0
5935,"60 East Rio Salado Parkway Suite 400   Tempe AZ, 85281",USA,AZ,2,2307,2,1,2016,2,,2466.13,2797.74,0,2
5936,"11015 Gatewood Drive Suite 103 Lakewood Ranch  Sarasota FL, 34211",USA,FL,2,7867,7,1,2014,10,4,3314.95,1760.6,1,6
5937,"Viva Plaza, Building 18 17th Floor Yard 29 Suzhou Street, Haidian District Beijing , 100080",CHN,,2,6973,6,20,1957,176,,13621.19,11124.46,0,1
5938,"19500 Bulverde Road Suite 100   San Antonio TX, 78259",USA,TX,2,3833,3,2,2013,10,,1861.62,854.28,0,0
5939,"4400 Biscayne Boulevard Suite 850   Miami FL, 33137",USA,FL,2,9180,9,3,2011,31,5,3245.09,2598.83,0,4
5940,"510 Lake Cook Road Suite 400   Deerfield IL, 60015",USA,IL,2,3458,3,2,,8,,4627.61,3681.54,0,3
5941,"2980 Scott Street    Vista CA, 92081",USA,CA,2,9465,9,1,2015,10,,3139.93,2312.83,0,7
5942,"Sagi 2000 Industrial Area PO Box 6   Migdal Haemeq , 2310001",ISR,,2,7887,7,3,2017,14,4,5465.07,3789.08,0,5
5943,"102, 7909 Flint Road S.E.    Calgary AB, T2H 1G3",CAN,AB,1,7887,7,4,2005,110,,31917.71,17076.91,0,5
5944,"Blue Ocean Times Building 3rd Floor No. 39 Yile Road Xihu District Hangzhou , ",CHN,,1,8275,8,2,2017,10,4,4014.36,4975.97,0,1
5945,"Leconfield House Curzon Street   London , W1J 5JA",GBR,,1,5085,5,1,2014,15,,1239.65,768.84,0,2
5946,"22 Grenfell Street Level 4   Adelaide SA, 5000",AUS,,1,0456,0,3,2014,69,2,6144.41,7522.97,1,1
5947,"Industriestrasse 1-3    Herzogenaurach , 91074",DEU,,1,9180,9,1,2017,1,4,1443.40,586.13,0,1
5948,"580 Hay Street Suite 183 Level 6  Perth WA, 6000",AUS,,1,6044,6,15,2017,144,,8616.85,7016.81,0,1
5949,"90 Kifissias Avenue Maroussi   Athens , 15125",GRC,,1,4287,4,5,2012,156,,4801.64,4760.38,1,1
5950,"1517 San Jacinto Street    Houston TX, 77002",USA,TX,1,3458,3,1,,14,,6520.70,4181.78,0,1
5951,"Palazzo Meucci Francesco Sforza street Milano 3  Basiglio MI, 20080",ITA,,1,4116,4,1,,19,5,5784.37,5612.16,1,4
5952,"World Trade Center 1 10 Route de l’Aeroport PO Box 844  Geneva , 1215",CHE,,1,5057,5,,,55,5,2887.23,2707.24,0,0
5953,"Plaza 138 Suite 20.03 Jalan Ampang  Kuala Lumpur , 50450",MYS,,1,1071,1,3,2008,62,,5552.99,4730.8,0,3
5954,"Betastrasse 6 - 8    Unterfoehring , 85774",DEU,,1,0264,0,2,2013,11,4,37315.27,38526.24,0,5
5955,"4320 Linglestown Road    Harrisburg PA, 17112",USA,PA,1,9180,9,3,2008,54,,4069.72,3378.37,0,3
5956,"3-2, Kasumigaseki 1-chome Chiyoda-ku   Tokyo , 100-8798",JPN,,1,8867,8,6,1999,50,1,28127.96,30663.63,0,3
5957,"Frans Perssons väg 6 Delsjömotet   Gothenburg , 412 76",SWE,,1,2070,2,1,,8,,5144.47,7150.67,0,3
5958,"Rua Lauro Muller, 116 38º andar (salas 3802 a 3804) Botafogo  Rio de Janeiro RJ, 22290-160",BRA,,1,0264,0,4,2005,91,3,20958.15,19701.63,0,0
5959,"160 Summit Avenue    Montvale NJ, 07645",USA,NJ,1,0163,0,1,2016,,,,,1,1
5960,"2900 South 70th Street Suite 400   Lincoln NE, 68506",USA,NE,1,0163,0,,2013,69,5,25215.69,20723.96,1,3
5961,"General-Guisan-Strasse 6 PO Box 3467   Zug , 6303",CHE,,1,5085,5,2,,,5,,,0,3
5962,"Kraftværksvej 53 - Skærbæk    Fredericia , 7000",DNK,,1,3833,3,6,2005,65,,4675.75,3843.32,1,3
5963,"615 Burlington Avenue    Delanco NJ, 08075",USA,NJ,2,8275,8,1,2014,10,4,14340.76,13123.52,0,0
5964,"9190 Priority Way West Drive Suite 300   Indianapolis IN, 46240",USA,IN,2,9371,9,5,,6,5,7242.63,5494.39,1,1
5965,"1200 Morris Drive Suite 300   Chesterbrook PA, 19087",USA,PA,2,9142,9,1,2015,14,1,7466.26,5874.65,0,0
5966,"Two Ruan Center 14th Floor 601 Locust Street  Des Moines IA, 50309",USA,IA,2,7023,7,3,2017,24,,7075.00,3213.5,0,1
5967,"2400 Boston Street Suite 300   Baltimore MD, 21224",USA,MD,2,0456,0,1,2017,6,,5070.44,4592.76,1,2
5968,"1204 Middlefield Road    Redwood City CA, 94063",USA,CA,2,5314,5,5,2002,72,,1706.36,1046.5,0,0
5969,"9600 Great Hills Trail Suite 300E   Austin TX, 78759",USA,TX,2,3458,3,3,2014,23,,1600.96,1558.99,0,2
5970,"10901 South Stonelake Boulevard    Austin TX, 78759",USA,TX,2,6973,6,5,,,,,,0,5
5971,"1405 Lake Cook Road    Deerfield IL, 60015",USA,IL,2,0456,0,3,2017,,,,,1,1
5972,"1383 North McDowell Boulevard Suite 300   Petaluma CA, 94954",USA,CA,2,0782,0,3,2017,13,,2471.24,1835.24,1,3
5973,"9380 Carroll Park Drive    San Diego CA, 92121",USA,CA,2,2174,2,4,2013,19,,1383.92,684.38,0,1
5974,"2121 Ringwood Avenue    San Jose CA, 95131",USA,CA,2,9142,9,5,2012,51,3,17119.69,14214.48,0,0
5975,"7051 Eton Avenue    Canoga Park CA, 91303",USA,CA,1,9466,9,1,2016,6,3,4034.67,3360.08,0,0
5976,"Wah Mow Factory Building R24 Flat C 5/F 5-7 Ng Fong Street  San Po Kong , ",HKG,,1,2364,2,,2013,46,,7725.79,8634.18,0,4
5977,"Court No. 2, Ke Xue Yuan Nanlu 17th Floor Room 1701, Block 1 Haidian District Beijing , 100190",CHN,,1,5241,5,5,2012,41,,2976.41,2165.73,0,0
5978,"220 George Street Level 10   Sydney NSW, 2000",AUS,,1,5314,5,2,,2,5,4770.26,3727.58,0,1
5979,"Century Estate Unit 4 476 Gardeners Road  Alexandria NSW, 2015",AUS,,1,2379,2,3,2011,31,2,14485.11,16586.65,0,0
5980,"40 Bank Street    London , E14 5NR",GBR,,1,7023,7,1,2017,2,2,2677.62,1825.27,0,0
5981,"3 Park Avenue 36th Floor   New York NY, 10016",USA,NY,1,8867,8,5,,33,,13066.51,13004.8,1,3
5982,"North Wing 2nd Floor 90 Rivonia Road Sandton Johannesburg , 2196",ZAF,,1,4502,4,1,2014,36,2,2379.62,2537.67,1,4
5983,"Prins Bernhardplein 200    Amsterdam , 1097JB",NLD,,1,8275,8,1,2014,14,,5656.18,6660.4,0,0
5984,"100 East Clay Street    Collinsville IL, 62234",USA,IL,1,7523,7,3,2017,26,,4387.50,2174.6,1,5
5985,"3560 Kraft Road    Naples FL, 34105",USA,FL,1,0456,0,3,2008,59,,14733.73,11862.78,1,1
5986,"135 East 57th Street 24th Floor   New York NY, 10022",USA,NY,1,7867,7,1,2016,10,,15199.48,5163.76,0,0
5987,"Via Salaria 716    Rome RM, 00138",ITA,,1,3458,3,1,2014,1,,5395.42,4191.36,0,0
5988,"Gewerbestrasse 35-37    Birkenfeld , 75217",DEU,,1,9465,9,3,2008,26,,8643.67,9620.2,0,0
5989,"45 North Whittaker Street    New Buffalo MI, 49117",USA,MI,1,7523,7,1,2016,3,,6600.62,2127.23,0,4
5990,"Geneststrasse 5    Berlin , 10829",DEU,,1,2764,2,2,,2,5,5367.30,6300.76,0,1
5991,"Seelistrasse 1 Haag   Sennwald , 9469",CHE,,1,0550,0,3,,34,,3988.64,4888.37,1,1
5992,"200 Boston Avenue Suite 1875   Medford MA, 02155",USA,MA,1,2535,2,4,,28,,2161.58,1911.25,0,3
5993,"14310 North Dale Mabry Highway Suite 200   Tampa FL, 33618",USA,FL,1,2174,2,1,2014,13,3,2865.78,2491.02,1,4
5994,"8200 NW 41st Street Suite 145B   Doral FL, 33166",USA,FL,2,9180,9,4,,32,,7311.38,6156.22,0,1
5995,"9025 Carlton Hills Boulevard    Santee CA, 92071",USA,CA,2,0456,0,3,2008,107,,26896.36,22262.98,1,3
5996,"Forsyth Road Sheerwater   Woking , GU21 5RZ",GBR,,2,5645,5,1,,20,,1131.25,466.66,0,1
5997,"601 Lexington Avenue 51st Floor   New York NY, 10022",USA,NY,2,5314,5,1,2015,7,5,3276.29,1932.23,0,1
5998,"1110 112th Avenue NE Suite 200   Bellevue WA, 98004",USA,WA,2,6044,6,5,2017,90,1,6200.14,3975.1,0,0
5999,"700 West Georgia Street 25th Floor   Vancouver BC, V7Y 1B3",CAN,BC,2,7234,7,4,2013,70,,5861.19,2285.61,0,3
6000,"65/10-12, Chamnan Phenjati Business Center Building Floor 1 Rama IX Road Huai Khwang Bangkok , ",THA,,2,2070,2,1,2015,,,,,0,0
6001,"Wanda Plaza Floor 21-25, Tower B No. 93 Jianguo Road Chaoyang District Beijing , 100022",CHN,,2,2760,2,1,2014,,,,,0,1
6002,"Hi-tech Development Zone 1108 Saiwei Avenue   Xinyu , 338004",CHN,,2,4287,4,3,2011,79,1,5006.29,4629.79,1,1
6003,"8589 Aero Drive Suite 200   San Diego CA, 92123",USA,CA,2,2174,2,1,2017,,,,,0,0
6004,"1104 Jiatong Road Jiading District   Shanghai , 201807",CHN,,2,0456,0,4,,104,,5811.08,7398.73,1,3
6005,"60 Trafalgar Square    London , WC2N 5DS",GBR,,2,6226,6,2,,122,,53357.95,38553.05,0,0
6006,"16 Old Bond Street    London , W1S 4PS",GBR,,2,9517,9,1,,21,,6681.27,6677.18,0,4
6007,"8040 East Morgan Trail Suite 18   Scottsdale AZ, 85258",USA,AZ,2,0782,0,2,2015,14,4,21160.72,18355.68,1,1
6008,"1290 Avenue of the Americas 9th Floor   New York NY, 10104",USA,NY,3,6706,6,25,1942,288,,17379.79,10828.67,0,4
6009,"152 West 57th Street 35TH Floor   New York NY, 10019",USA,NY,3,9142,9,1,2015,6,,1367.58,1293.69,0,0
6010,"900 Third Avenue    New York NY, 10022",USA,NY,3,2070,2,5,2002,60,2,1235.50,896.07,0,1
6011,"73 Front Street 5th Floor   Hamilton , HM 12",BMU,,4,7234,7,2,2017,21,,9736.35,5043.6,0,7
6012,"312 St Kilda Road Level 1   Melbourne VIC, 3004",AUS,,1,2764,2,4,2009,56,5,5317.19,7539.75,0,7
6013,"The Phoenix 6th Floor 23 Luard Road  Wanchai , ",HKG,,1,6706,6,5,2007,288,,61389.27,42919.75,1,4
6014,"2-2-1, Gakuen-Minami    Tsukuba , 305-0818",JPN,,1,2070,2,1,2016,5,,7619.36,9997.76,1,1
6015,"Kasumigaseki Building 26th Floor 2-5, Kasumigaseki 3-chome Chiyoda-ku Tokyo , 100-6026",JPN,,1,1178,1,3,2011,53,,17472.43,13346.46,0,0
6016,"288 Halei Road Zhangjiang Hi-Tech Park   Shanghai , 201203",CHN,,1,8568,8,1,2015,6,3,3861.45,4260.28,1,3
6017,"Sunshine International Business Center Room 3A09 No. 186 South Hushu Road  Hangzhou , ",CHN,,1,2760,2,1,2016,6,5,7839.89,8325.11,0,4
6018,"4100 Spring Valley Road Suite 800   Dallas TX, 75244",USA,TX,1,5241,5,1,2017,1,,766.21,647.95,0,1
6019,"10 Union Avenue Suite 5   Lynbrook NY, 11563",USA,NY,1,5345,5,2,,4,,4266.58,2156.97,0,0
6020,"108 St Georges Terrace Level 47   Perth WA, 6000",AUS,,1,8867,8,2,2011,21,4,15258.70,17765.94,0,3
6021,"Binzmühlestrasse 130    Zürich , 8050",CHE,,1,1178,1,3,,32,2,6203.45,5321.83,0,3
6022,"Trustpower Building 108 Durham Street   Tauranga , 3110",NZL,,1,8501,8,5,2017,10,,15041.65,17562.07,0,2
6023,"3531 Griffin Road    Fort Lauderdale FL, 33312",USA,FL,1,2307,2,3,2008,40,1,10222.10,9103,0,0
6024,"Building 2 16th Floor No.1250, Zhongshan North 1st Road Hongkou District Shanghai , 200437",CHN,,1,3458,3,3,2011,12,,2080.20,2267.91,0,0
6025,"115 Cimitiere Street    Launceston TAS, 7250",AUS,,1,1071,1,1,2016,,4,,,1,5
6026,"Williams House 4th Floor 20 Reid Street  Hamilton , HM 11",BMU,,1,4410,4,1,2015,,,,,0,2
6027,"CGN Building 18th Floor South Tower, No. 2002 Shennan Road Futian District Shenzhen , 518026",CHN,,1,7867,7,4,,34,4,7331.29,4109.39,0,0
6028,"708 Third Avenue    New York NY, 10017",USA,NY,1,9149,9,5,,35,1,14800.27,12138.37,0,1
6029,"1-3-2 Kasumigaseki Chiyoda-ku   Tokyo , 100-8798",JPN,,1,6706,6,10,2007,240,3,57538.32,45077.39,0,3
6030,"720 King Street West Suite 320   Toronto ON, M5V 2T3",CAN,ON,4,8869,8,1,,,5,,,0,1
6031,"14185 Dallas Parkway Suite 1100   Dallas TX, 75254",USA,TX,4,3946,3,2,2015,20,,1778.70,1753.77,0,0
6032,"405 Park Avenue 3rd Floor   New York NY, 10022",USA,NY,4,5085,5,2,2017,7,2,1591.64,512.95,0,0
6033,"11440 West Bernardo Court Suite 220   San Diego CA, 92127",USA,CA,4,9142,9,2,2017,6,,553.94,325.58,0,3
6034,"1075 West Georgia Street Suite 2010   Vancouver BC, V6E 3C9",CAN,BC,4,9517,9,5,,10,,10999.56,11027.93,0,1
6035,"3700 Kempt Road Suite 100   Halifax NS, B3K 4X8",CAN,NS,4,6973,6,5,2002,240,,23181.97,16639.41,1,2
6036,"405 Lexington Avenue 17th Floor   New York NY, 10174",USA,NY,4,2364,2,2,,2,,1268.24,948.93,0,0
6037,"One Lagoon Drive    Redwood City CA, 94065",USA,CA,4,3833,3,2,2011,35,5,1143.49,1188.08,0,0
6038,"591 Redwood Highway Suite 1150   Mill Valley CA, 94941",USA,CA,4,0264,0,2,2017,10,,2862.71,1869.38,1,3
6039,"11 Hanover Square 12th Floor   New York NY, 10005",USA,NY,4,5314,5,3,2017,,4,,,0,1
6040,"5200 DTC Parkway Suite 200   Greenwood Village CO, 80111",USA,CO,4,2764,2,5,2002,54,4,10086.94,8877,0,3
6041,"905 Calle Amanecer Suite 300   San Clemente CA, 92673",USA,CA,4,2280,2,1,2016,7,1,3694.47,2808.44,1,6
6042,"527 Stanton Christiana Road    Newark DE, 19713",USA,DE,4,5645,5,2,2017,,,,,0,1
6043,"20 Garrick Street    London , WC2E 9BT",GBR,,4,5085,5,4,,6,,2753.30,1854.63,0,1
6044,"18 South Street Mayfair   London , ",GBR,,4,2535,2,5,2017,21,,851.72,641.38,0,2
6045,"2150 Whitworth Drive    Oakville ON, L6M 0A7",CAN,ON,1,7234,7,2,2015,35,,25304.49,12345.2,0,1
6046,"244 Madison Avenue    New York NY, 10016",USA,NY,1,9466,9,,2012,9,2,2894.63,2541.35,0,2
6047,"8834 Mayfield Road    Chesterland OH, 44026",USA,OH,2,6683,6,10,2017,,3,,,1,1
6048,"3141 Hood Street Suite 500   Dallas TX, 75219",USA,TX,2,4479,4,2,2011,,,,,0,3
6049,"885 Third Avenue 28th Floor   New York NY, 10022",USA,NY,2,2070,2,5,2012,43,4,1651.47,1099.05,1,2
6050,"200 Bay Street Suite 3120   Toronto ON, M5J 2J1",CAN,ON,2,5314,5,5,,,5,,,0,0
6051,"81 Daggett Drive    San Jose CA, 95134",USA,CA,2,4116,4,3,2011,48,,3136.91,2242.79,1,1
6052,"1220 Marie-Victorin Boulevard    Longueuil QC, J4G 2H9",CAN,QC,2,5085,5,1,,10,,2773.49,1027.9,0,5
6053,"Building 1 The Oval Shelbourne Road Ballsbridge Dublin , 4",IRL,,2,9466,9,2,2015,20,4,4234.97,4241.21,0,0
6054,"Gjörwellsgatan 30    Stockholm , 112 60",SWE,,2,2174,2,5,2002,60,,5992.96,7574.58,0,0
6055,"555 Airport Boulevard    Burlingame CA, 94010",USA,CA,2,4287,4,3,,55,,1398.30,1210.49,1,9
6056,"5908 Headquarters Drive Suite K200   Plano TX, 75024",USA,TX,2,2070,2,4,2017,4,,4181.60,4043.25,0,1
6057,"333 West State Street    Milwaukee WI, 53203",USA,WI,2,4502,4,1,2017,14,,2196.40,2173.73,1,1
6058,"3200 Wilcrest Drive Suite 600   Houston TX, 77042",USA,TX,2,2364,2,2,2015,12,,7674.35,7044.53,0,1
6059,"1200 Lakeside Drive    Bannockburn IL, 60015",USA,IL,2,6226,6,10,,243,4,5558.51,3363.29,0,4
6060,"502 West Office Center Drive    Fort Washington PA, 19034",USA,PA,2,8568,8,4,2005,35,,8696.40,8404.9,0,0
6061,"3200 Beechleaf Court Suite 900   Raleigh NC, 27604",USA,NC,2,7234,7,3,2011,72,5,5472.37,2582.1,0,0
6062,"Ruhrberg Science Building 3 Pekeris Street   Rehovot , 7670212",ISR,,2,0782,0,5,2012,66,,11073.88,12424.72,0,7
6063,"2603 Camino Ramon Suite 350   San Ramon CA, 94583",USA,CA,2,0456,0,1,,2,,5316.70,4625.9,1,6
6064,"San Felipe Plaza 5847 San Felipe Street, Suite 2200   Houston TX, 77057",USA,TX,5,1173,1,1,2017,,,,,0,6
6065,"450 South Orange Avenue    Orlando FL, 32801",USA,FL,5,7887,7,6,2017,58,,7867.33,2811.99,0,1
6066,"47 Esplanade    St Helier , JE1 0BD",JEY,,5,4502,4,1,2015,34,,1351.59,1148.85,0,1
6067,"425 Houston Street Suite 300   Fort Worth TX, 76102",USA,TX,1,8568,8,3,,21,,6344.92,5784.06,0,0
6068,"303 Colorado Street Suite 3000   Austin TX, 78701",USA,TX,1,1178,1,2,2017,6,,5081.90,3486.64,0,3
6069,"1001 Fannin Street Suite 2020   Houston TX, 77002",USA,TX,1,2174,2,1,2015,8,4,1819.04,1835.83,1,4
6070,"240 – 4th Avenue SW Suite 2400   Calgary AB, T2P 4H4",CAN,AB,1,1071,1,5,2007,77,,24442.34,19439.82,1,1
6071,"1415 Louisiana Suite 3500   Houston TX, 77002",USA,TX,1,6044,6,25,2017,233,3,7287.55,4024.33,0,1
6072,"Birchin Court 20 Birchin Lane   London , EC3V 9DU",GBR,,1,8993,8,2,2011,18,,12954.87,14641.76,0,1
6073,"One Leadership Square Suite 150 211 North Robinson Avenue  Oklahoma City OK, 73102",USA,OK,1,5345,5,1,,,,,,0,1
6074,"15782 Marine Drive Unit 1   White Rock BC, V4B 1E6",CAN,BC,1,7023,7,3,,30,1,23882.75,12298.01,0,0
6075,"999 Canada Place Suite 654   Vancouver BC, V6C 3E1",CAN,BC,1,0264,0,1,2014,2,,13595.96,13073.17,1,1
6076,"2 Toronto Street Suite 500   Toronto ON, M5C 2B6",CAN,ON,1,2989,2,5,2007,41,,4778.12,5394.82,1,3
6077,"330 Bay Street Suite 1400   Toronto ON, M5H 2S8",CAN,ON,1,9149,9,4,2005,46,,12412.01,12749.07,0,0
6078,"100 5th Street South    St. Petersburg FL, 33701",USA,FL,2,2070,2,1,,6,5,7783.78,7548.24,0,0
6079,"227 West Trade Street Suite 1450   Charlotte NC, 28202",USA,NC,2,5494,5,1,,22,,1971.29,1984.32,0,0
6080,"401 East Las Olas Boulevard Suite 1650   Fort Lauderdale FL, 33301",USA,FL,2,1071,1,1,2016,18,,2449.64,2474.19,0,3
6081,"1515 North Courthouse Road 8th Floor   Arlington VA, 22201",USA,VA,2,9371,9,3,,30,,1794.26,2488.49,0,3
6082,"150 Caroline Street South Suite 406   Waterloo ON, N2L 0A5",CAN,ON,2,9142,9,4,,18,,3250.40,3156.92,0,0
6083,"3020 Carrington Mill Boulevard Suite 300   Morrisville NC, 27560",USA,NC,2,5057,5,2,2015,21,3,994.42,645.28,0,4
6084,"A3 Building 16th Floor Kexing Science Park, 15 Keyuan Road North Nanshan District Shenzhen , 518057",CHN,,2,5314,5,3,2008,32,,770.99,1273.77,1,1
6085,"3600 Bridge Parkway Suite 200   Redwood City CA, 94065",USA,CA,2,4502,4,2,2013,70,,3146.44,1902.8,1,1
6086,"1250 53rd Street Suite 2   Emeryville CA, 94608",USA,CA,2,2760,2,1,2015,7,4,1679.17,1496.78,0,0
6087,"501 Pearl Drive (City of O'Fallon)    St. Peters MO, 63376",USA,MO,2,3833,3,2,2017,6,,2113.84,1482.08,0,1
6088,"401 Edgewater Place Suite 500   Wakefield MA, 01880",USA,MA,2,2174,2,2,2017,7,5,1761.80,2085.22,0,0
6089,"18500 West Corporate Drive Suite 250   Brookfield WI, 53045",USA,WI,2,6973,6,5,2002,237,,10995.00,6445.03,0,1
6090,"Building 1 Suite 125 10 Maguire Road  Lexington MA, 02421",USA,MA,2,1178,1,6,2017,75,2,7096.18,3867.48,0,1
6091,"10578 Science Center Drive Suite 100   San Diego CA, 92121",USA,CA,2,0264,0,3,2017,19,3,12537.26,10315.38,1,3
6092,"77 Rio Robles    San Jose CA, 95134",USA,CA,2,5085,5,6,2011,63,,3306.90,1065.74,0,0
6093,"7550 Wisconsin Avenue 9th Floor   Bethesda MD, 20814",USA,MD,2,8568,8,1,2017,1,2,2145.55,2009.6,0,7
6094,"7200 Wisconsin Avenue Suite 1000   Bethesda MD, 20814",USA,MD,1,5645,5,,2014,33,,6929.76,3991.28,0,0
6095,"No. 10 Cen Shan Road Shuige Industrial Zone   Lishui , 323000",CHN,,1,4932,4,4,,14,1,1718.89,1035.16,1,1
6096,"2211 H.H. Dow Way    Midland MI, 48674",USA,MI,1,5494,5,1,,22,,5540.24,2953.29,0,0
6097,"50 East RiverCenter Boulevard    Covington KY, 41011",USA,KY,1,7234,7,1,2014,6,,32252.16,12383.63,0,0
6098,"62 Whittemore Avenue    Cambridge MA, 02140",USA,MA,1,2989,2,1,,1,5,4122.84,3807.1,0,1
