claim_id,claim_date,policy_id,inception_date,expiration_date,company_id,claim_amount
1782,2016-03-30,14442,2016-02-01,2017-01-31,5409,2536.28
1783,2016-02-07,14469,2016-01-01,2016-12-31,16622,2806.30
1784,2017-03-17,14471,2016-07-01,2017-07-01,10980,2173.26
1785,2016-07-15,14477,2016-06-01,2017-06-01,7525,2519.43
1786,2016-11-25,14481,2016-07-01,2017-07-01,13251,6681.00
1787,2016-01-18,14483,2016-01-01,2016-12-31,25594,2024.03
1788,2016-12-18,14512,2016-07-01,2017-07-01,17957,1910.03
1789,2016-07-31,14531,2016-01-01,2016-12-31,14272,5938.91
1790,2017-03-20,14532,2016-07-01,2017-07-01,17315,2682.93
1791,2017-01-01,14533,2016-09-01,2017-09-01,5174,2466.07
1792,2017-01-10,14539,2016-02-01,2017-01-31,3345,1610.81
1793,2016-09-08,14542,2016-01-01,2016-12-31,12023,1533.92
1794,2016-10-16,14554,2016-07-01,2017-07-01,15319,3523.29
1795,2016-03-17,14557,2016-01-01,2016-12-31,13613,1134.42
1796,2016-02-07,14558,2016-01-01,2016-12-31,11094,2476.94
1797,2016-07-24,14564,2016-01-01,2016-12-31,9251,6041.62
1798,2017-04-14,14573,2016-07-01,2017-07-01,24143,4488.82
1799,2017-01-25,14577,2016-07-01,2017-07-01,14012,9069.02
1800,2016-12-03,14592,2016-01-01,2016-12-31,18608,14133.07
1801,2016-07-23,14603,2016-01-01,2016-12-31,20671,1631.76
1802,2017-06-01,14613,2016-10-01,2017-10-01,10340,1084.93
1803,2016-09-11,14614,2016-02-01,2017-01-31,12677,2165.15
1804,2017-02-19,14629,2016-07-01,2017-07-01,14072,3400.72
1805,2016-09-30,14630,2016-07-01,2017-07-01,18287,1183.40
1806,2016-07-21,14632,2016-07-01,2017-07-01,6020,3827.12
1807,2016-11-09,14638,2016-07-01,2017-07-01,16873,2308.55
1808,2016-04-06,14644,2016-01-01,2016-12-31,13044,6346.86
1809,2017-03-22,14661,2016-07-01,2017-07-01,3237,1820.31
1810,2016-09-21,14670,2016-07-01,2017-07-01,6343,6926.02
1811,2016-01-12,14674,2016-01-01,2016-12-31,17938,7161.50
1812,2016-09-23,14680,2016-01-01,2016-12-31,15734,2359.48
1813,2016-10-14,14686,2016-01-01,2016-12-31,23977,9446.14
1814,2016-07-06,14690,2016-07-01,2017-07-01,20778,3708.43
1815,2016-12-09,14698,2016-01-01,2016-12-31,20053,9445.35
1816,2017-05-10,14699,2016-11-01,2017-11-01,4240,1417.56
1817,2016-07-04,14701,2016-07-01,2017-07-01,16911,2150.55
1818,2017-02-15,14718,2016-04-01,2017-04-01,6493,1257.31
1819,2017-02-10,14721,2016-04-01,2017-04-01,1247,2565.14
1820,2016-09-06,14735,2016-01-01,2016-12-31,696,4797.80
1821,2016-12-13,14747,2016-01-01,2016-12-31,21297,4456.28
1822,2016-03-05,14749,2016-01-01,2016-12-31,17791,6812.45
1823,2016-12-20,14751,2016-12-01,2017-12-01,24011,3790.52
1824,2016-04-26,14755,2016-01-01,2016-12-31,4939,3009.90
1825,2016-04-22,14759,2016-03-01,2017-03-01,7888,2320.65
1826,2017-04-11,14766,2016-07-01,2017-07-01,15328,1963.47
1827,2017-01-16,14767,2016-07-01,2017-07-01,10262,1634.44
1828,2016-01-21,14768,2016-01-01,2016-12-31,25630,6904.23
1829,2017-01-18,14772,2016-03-01,2017-03-01,17318,892.13
1830,2016-03-28,14782,2016-01-01,2016-12-31,5729,1124.25
1831,2016-10-28,14784,2016-08-01,2017-08-01,25353,6464.42
1832,2016-10-20,14786,2016-07-01,2017-07-01,21587,1479.22
1833,2016-11-28,14809,2016-01-01,2016-12-31,1166,2893.89
1834,2017-03-23,14811,2016-07-01,2017-07-01,13814,4459.01
1835,2017-10-04,14831,2016-11-01,2017-11-01,27464,1038.40
1836,2016-01-13,14848,2016-01-01,2016-12-31,3154,2400.72
1837,2016-11-23,14851,2016-01-01,2016-12-31,698,3270.96
1838,2016-11-06,14855,2016-05-01,2017-05-01,15316,3574.56
1839,2016-11-11,14865,2016-03-01,2017-03-01,23790,4846.66
1840,2017-01-07,14877,2016-03-01,2017-03-01,11922,2757.66
1841,2017-02-05,14878,2016-09-01,2017-09-01,6249,2208.74
1842,2016-06-14,14894,2016-01-01,2016-12-31,13737,1657.28
1843,2016-12-02,14905,2016-01-01,2016-12-31,15817,1032.67
1844,2016-02-12,14910,2016-01-01,2016-12-31,27478,1927.04
1845,2016-07-08,14924,2016-07-01,2017-07-01,17890,1199.71
1846,2016-08-30,14927,2016-07-01,2017-07-01,3143,9653.33
1847,2017-05-23,14928,2016-07-01,2017-07-01,2880,2899.77
1848,2017-02-02,14937,2016-09-01,2017-09-01,3663,3984.10
1849,2017-08-17,14947,2016-09-01,2017-09-01,19193,1596.59
1850,2017-03-09,14950,2016-06-01,2017-06-01,18785,1992.16
1851,2016-12-04,14961,2016-10-01,2017-10-01,1990,1674.51
1852,2016-08-07,14973,2016-01-01,2016-12-31,1126,1394.57
1853,2016-04-18,14980,2016-01-01,2016-12-31,7842,5401.99
1854,2016-09-10,14981,2016-09-01,2017-09-01,19805,2143.68
1855,2017-06-23,14984,2016-07-01,2017-07-01,3250,690.80
1856,2016-07-23,15009,2016-07-01,2017-07-01,1392,5872.30
1857,2017-04-08,15011,2016-12-01,2017-12-01,26912,1990.63
1858,2016-01-03,15025,2016-01-01,2016-12-31,27224,4017.95
1859,2016-09-04,15029,2016-04-01,2017-04-01,25632,2714.27
1860,2017-02-04,15031,2016-07-01,2017-07-01,25197,4666.63
1861,2017-05-23,15042,2016-12-01,2017-12-01,19545,1480.20
1862,2016-08-03,15063,2016-08-01,2017-08-01,4736,1357.48
1863,2016-11-02,15083,2016-01-01,2016-12-31,22499,4252.63
1864,2016-12-13,15088,2016-02-01,2017-01-31,23501,3174.21
1865,2016-10-21,15090,2016-01-01,2016-12-31,25888,3438.45
1866,2016-12-23,15092,2016-01-01,2016-12-31,20352,1600.32
1867,2017-01-19,15103,2016-02-01,2017-01-31,14819,5028.26
1868,2016-12-23,15115,2016-08-01,2017-08-01,17417,5257.69
1869,2016-05-10,15118,2016-01-01,2016-12-31,13846,3953.81
1870,2016-12-31,15119,2016-06-01,2017-06-01,25930,3917.49
1871,2017-01-10,15124,2016-05-01,2017-05-01,6289,2817.01
1872,2017-05-23,15126,2016-07-01,2017-07-01,14060,1436.70
1873,2017-01-20,15130,2016-03-01,2017-03-01,5446,4697.50
1874,2016-02-04,15131,2016-01-01,2016-12-31,5843,3966.80
1875,2016-11-04,15140,2016-01-01,2016-12-31,10570,2464.97
1876,2016-12-24,15141,2016-07-01,2017-07-01,20750,1604.01
1877,2016-09-15,15149,2016-01-01,2016-12-31,16023,12036.24
1878,2017-03-13,15155,2016-10-01,2017-10-01,17693,2026.87
1879,2017-05-27,15163,2016-12-01,2017-12-01,41,5031.46
1880,2016-02-26,15183,2016-01-01,2016-12-31,19957,2022.80
1881,2016-07-03,15189,2016-01-01,2016-12-31,9443,2172.77
1882,2016-08-28,15210,2016-05-01,2017-05-01,14676,4299.63
1883,2016-11-05,15217,2016-01-01,2016-12-31,11090,5466.77
1884,2016-07-19,15220,2016-03-01,2017-03-01,3014,1860.87
1885,2016-07-16,15222,2016-07-01,2017-07-01,27026,821.69
1886,2016-03-23,15227,2016-01-01,2016-12-31,25786,2744.66
1887,2016-01-19,15232,2016-01-01,2016-12-31,6357,719.65
1888,2016-11-27,15241,2016-01-01,2016-12-31,12872,2992.61
1889,2016-09-02,15244,2016-01-01,2016-12-31,9806,3081.64
1890,2016-09-28,15245,2016-03-01,2017-03-01,4410,1236.94
1891,2017-03-23,15257,2016-06-01,2017-06-01,22476,1263.84
1892,2016-09-03,15260,2016-03-01,2017-03-01,19714,9385.45
1893,2016-04-16,15263,2016-01-01,2016-12-31,10736,3018.57
1894,2016-02-14,15272,2016-01-01,2016-12-31,2374,15758.87
1895,2016-10-19,15276,2016-01-01,2016-12-31,25403,1512.09
1896,2016-02-01,15280,2016-01-01,2016-12-31,24621,7355.55
1897,2016-04-19,15285,2016-01-01,2016-12-31,14056,6340.11
1898,2016-05-20,15286,2016-01-01,2016-12-31,26142,1470.40
1899,2016-12-29,15290,2016-06-01,2017-06-01,13493,710.01
1900,2016-07-11,15304,2016-01-01,2016-12-31,14835,1884.50
1901,2016-09-21,15317,2016-01-01,2016-12-31,12173,9724.59
1902,2016-10-16,15332,2016-04-01,2017-04-01,7172,5495.90
1903,2016-12-13,15340,2016-09-01,2017-09-01,13610,3575.43
1904,2016-02-09,15343,2016-01-01,2016-12-31,10966,3258.70
1905,2016-12-10,15346,2016-01-01,2016-12-31,26730,1165.07
1906,2016-07-31,15356,2016-07-01,2017-07-01,17616,619.50
1907,2017-04-20,15357,2016-05-01,2017-05-01,5257,3513.80
1908,2016-01-25,15368,2016-01-01,2016-12-31,9522,1964.42
1909,2017-04-28,15374,2016-12-01,2017-12-01,4453,2403.99
1910,2016-10-05,15378,2016-01-01,2016-12-31,24752,1025.37
1911,2016-04-28,15383,2016-01-01,2016-12-31,24679,8655.10
1912,2016-03-02,15386,2016-03-01,2017-03-01,14320,1513.44
1913,2016-12-11,15394,2016-11-01,2017-11-01,14913,1700.30
1914,2016-08-29,15397,2016-07-01,2017-07-01,10094,482.25
1915,2016-09-13,15399,2016-07-01,2017-07-01,11419,2802.20
1916,2017-04-12,15405,2016-07-01,2017-07-01,10722,1955.37
1917,2017-06-09,15409,2016-10-01,2017-10-01,20444,1787.93
1918,2016-07-20,15412,2016-01-01,2016-12-31,10751,3408.43
1919,2016-12-08,15418,2016-07-01,2017-07-01,25115,3184.19
1920,2016-05-06,15451,2016-04-01,2017-04-01,23183,2990.59
1921,2016-04-11,15459,2016-01-01,2016-12-31,9491,2558.41
1922,2016-06-24,15471,2016-01-01,2016-12-31,1387,815.80
1923,2017-01-21,15474,2016-07-01,2017-07-01,15065,1608.59
1924,2017-01-22,15490,2016-07-01,2017-07-01,4694,2393.82
1925,2016-10-24,15495,2016-07-01,2017-07-01,5539,1330.41
1926,2016-01-02,15496,2016-01-01,2016-12-31,27129,10499.23
1927,2016-08-15,15515,2016-07-01,2017-07-01,18001,1827.80
1928,2017-06-01,15518,2016-07-01,2017-07-01,9864,4341.94
1929,2016-12-29,15523,2016-09-01,2017-09-01,19107,939.37
1930,2016-10-30,15524,2016-07-01,2017-07-01,12557,1174.77
1931,2017-05-22,15525,2016-07-01,2017-07-01,17014,1312.00
1932,2016-12-11,15529,2016-07-01,2017-07-01,22826,2749.31
1933,2017-02-28,15533,2016-07-01,2017-07-01,10955,1820.44
1934,2016-12-11,15536,2016-07-01,2017-07-01,10236,1128.21
1935,2016-02-07,15554,2016-01-01,2016-12-31,10505,3678.17
1936,2016-12-06,15572,2016-01-01,2016-12-31,14806,2991.39
1937,2017-07-04,15573,2016-08-01,2017-08-01,13751,7413.01
1938,2016-09-27,15581,2016-07-01,2017-07-01,4589,2840.78
1939,2016-03-13,15582,2016-01-01,2016-12-31,5309,1756.88
1940,2016-10-26,15587,2016-01-01,2016-12-31,8885,4176.54
1941,2017-09-28,15601,2016-10-01,2017-10-01,83,1931.64
1942,2016-07-25,15605,2016-01-01,2016-12-31,11578,1683.59
1943,2017-02-03,15614,2016-07-01,2017-07-01,9050,2914.35
1944,2016-09-07,15616,2016-07-01,2017-07-01,16906,1153.01
1945,2016-09-02,15621,2016-01-01,2016-12-31,2498,2224.51
1946,2016-05-28,15641,2016-01-01,2016-12-31,11843,4473.75
1947,2016-05-11,15642,2016-02-01,2017-01-31,9421,1150.42
1948,2016-11-08,15646,2016-03-01,2017-03-01,11353,1640.65
1949,2017-01-11,15655,2016-07-01,2017-07-01,14556,6300.44
1950,2016-11-18,15666,2016-07-01,2017-07-01,25448,2671.68
1951,2016-08-16,15667,2016-07-01,2017-07-01,12760,1311.21
1952,2017-03-26,15681,2016-06-01,2017-06-01,2146,2255.94
1953,2017-07-26,15689,2016-09-01,2017-09-01,3258,2715.23
1954,2016-07-31,15699,2016-02-01,2017-01-31,13467,2420.97
1955,2017-03-06,15705,2016-07-01,2017-07-01,22231,3277.62
1956,2017-06-11,15706,2016-07-01,2017-07-01,23131,3441.24
1957,2017-01-13,15709,2016-02-01,2017-01-31,27023,2576.17
1958,2017-04-07,15725,2016-11-01,2017-11-01,13154,1462.85
1959,2017-05-13,15728,2016-07-01,2017-07-01,25191,2355.20
1960,2016-08-01,15729,2016-07-01,2017-07-01,9488,2902.70
1961,2016-11-03,15736,2016-01-01,2016-12-31,19377,5840.89
1962,2017-03-28,15744,2016-11-01,2017-11-01,21014,2282.45
1963,2016-06-11,15746,2016-06-01,2017-06-01,14307,1684.31
1964,2017-01-30,15754,2016-11-01,2017-11-01,285,5066.41
1965,2016-09-30,15762,2016-08-01,2017-08-01,20808,2724.32
1966,2017-01-13,15771,2016-05-01,2017-05-01,16580,1568.88
1967,2016-09-18,15772,2016-01-01,2016-12-31,23565,902.49
1968,2016-11-01,15783,2016-01-01,2016-12-31,13361,2787.05
1969,2017-01-08,15794,2016-07-01,2017-07-01,17141,4520.28
1970,2016-02-21,15798,2016-01-01,2016-12-31,20103,814.58
1971,2017-06-21,15802,2016-07-01,2017-07-01,394,2416.55
1972,2016-08-31,15807,2016-01-01,2016-12-31,12049,3179.23
1973,2017-03-21,15814,2016-05-01,2017-05-01,14644,1037.28
1974,2016-02-22,15826,2016-01-01,2016-12-31,3662,4260.95
1975,2016-12-11,15844,2016-09-01,2017-09-01,22784,4755.27
1976,2016-12-15,15846,2016-08-01,2017-08-01,26379,4778.89
1977,2016-01-20,15847,2016-01-01,2016-12-31,17649,3807.58
1978,2017-09-19,15855,2016-10-01,2017-10-01,2720,1926.71
1979,2017-04-30,15864,2016-09-01,2017-09-01,14381,1359.23
1980,2016-11-26,15877,2016-08-01,2017-08-01,12021,1864.09
1981,2016-11-17,15879,2016-01-01,2016-12-31,18875,1251.30
1982,2016-05-18,15884,2016-03-01,2017-03-01,10171,2741.84
1983,2016-03-02,15889,2016-01-01,2016-12-31,6990,1506.22
1984,2017-01-22,15898,2016-07-01,2017-07-01,18241,1608.83
1985,2016-01-12,15907,2016-01-01,2016-12-31,14508,1453.59
1986,2017-02-08,15911,2016-05-01,2017-05-01,7073,1933.14
1987,2016-10-11,15926,2016-01-01,2016-12-31,14744,1443.22
1988,2017-02-19,15928,2016-07-01,2017-07-01,8118,1729.70
1989,2016-11-13,15934,2016-08-01,2017-08-01,3474,1748.07
1990,2017-02-23,15943,2016-11-01,2017-11-01,7212,4600.97
1991,2017-04-07,15946,2016-07-01,2017-07-01,15790,1206.87
1992,2017-03-10,15948,2016-07-01,2017-07-01,2473,3303.37
1993,2016-12-31,15962,2016-07-01,2017-07-01,26655,4105.88
1994,2017-02-26,15966,2016-06-01,2017-06-01,14290,1367.92
1995,2017-08-13,15987,2016-12-01,2017-12-01,1607,4887.31
1996,2017-02-15,16011,2016-04-01,2017-04-01,27662,3197.45
1997,2016-12-14,16023,2016-09-01,2017-09-01,21080,2526.42
1998,2016-11-18,16037,2016-04-01,2017-04-01,6635,1732.33
1999,2017-01-31,16040,2016-07-01,2017-07-01,4165,4211.07
2000,2016-02-06,16042,2016-02-01,2017-01-31,18182,1961.03
2001,2016-08-02,16044,2016-01-01,2016-12-31,807,6680.59
2002,2016-10-24,16050,2016-01-01,2016-12-31,18451,1201.72
2003,2017-04-22,16055,2016-07-01,2017-07-01,11229,1537.02
2004,2016-08-15,16056,2016-01-01,2016-12-31,15405,3846.19
2005,2016-05-26,16057,2016-01-01,2016-12-31,15825,3327.38
2006,2016-11-19,16074,2016-06-01,2017-06-01,16853,1629.64
2007,2016-06-06,16080,2016-01-01,2016-12-31,5093,3697.26
2008,2016-10-04,16098,2016-07-01,2017-07-01,19154,3009.56
2009,2017-02-14,16110,2016-07-01,2017-07-01,3872,1045.37
2010,2017-01-26,16117,2016-07-01,2017-07-01,24882,3408.02
2011,2016-08-08,16124,2016-05-01,2017-05-01,18398,8252.18
2012,2016-11-12,16126,2016-01-01,2016-12-31,7292,2180.85
2013,2017-08-27,16140,2016-10-01,2017-10-01,27482,3530.47
2014,2016-11-10,16148,2016-01-01,2016-12-31,8783,2787.88
2015,2017-01-29,16156,2016-03-01,2017-03-01,20878,1324.20
2016,2017-02-15,16159,2016-08-01,2017-08-01,16117,3193.94
2017,2016-12-17,16161,2016-06-01,2017-06-01,20483,2764.35
2018,2017-08-04,16175,2016-11-01,2017-11-01,20397,2366.29
2019,2017-02-10,16180,2016-03-01,2017-03-01,25741,6228.91
2020,2016-09-10,16191,2016-01-01,2016-12-31,9515,2318.56
2021,2016-12-06,16193,2016-02-01,2017-01-31,20451,1479.06
2022,2016-02-23,16200,2016-01-01,2016-12-31,4923,2972.91
2023,2016-11-16,16217,2016-09-01,2017-09-01,8455,909.55
2024,2016-09-02,16220,2016-01-01,2016-12-31,21063,1770.86
2025,2017-03-17,16236,2016-12-01,2017-12-01,3169,2534.80
2026,2016-10-29,16245,2016-07-01,2017-07-01,324,1756.37
2027,2016-12-23,16246,2016-07-01,2017-07-01,11453,844.99
2028,2017-08-15,16248,2016-11-01,2017-11-01,7558,3597.91
2029,2016-07-04,16256,2016-03-01,2017-03-01,12672,1356.83
2030,2016-06-02,16259,2016-01-01,2016-12-31,10695,1243.07
2031,2016-11-09,16264,2016-07-01,2017-07-01,20343,2367.85
2032,2016-11-26,16277,2016-01-01,2016-12-31,5335,2468.80
2033,2017-02-02,16287,2016-03-01,2017-03-01,10619,4422.80
2034,2016-11-25,16292,2016-07-01,2017-07-01,12499,2772.89
2035,2017-05-23,16295,2016-07-01,2017-07-01,4201,8047.43
2036,2017-02-07,16308,2016-07-01,2017-07-01,3050,3058.60
2037,2017-02-22,16309,2016-07-01,2017-07-01,18481,1544.38
2038,2016-07-16,16323,2016-01-01,2016-12-31,4128,2161.19
2039,2016-08-15,16345,2016-01-01,2016-12-31,11485,4934.89
2040,2016-04-14,16351,2016-03-01,2017-03-01,419,4014.89
2041,2017-03-03,16354,2016-07-01,2017-07-01,3260,2804.29
2042,2017-01-14,16357,2016-08-01,2017-08-01,27136,865.88
2043,2017-01-19,16366,2016-09-01,2017-09-01,27546,5483.79
2044,2016-01-27,16368,2016-01-01,2016-12-31,10310,1384.05
2045,2016-11-16,16374,2016-09-01,2017-09-01,9476,2582.04
2046,2016-04-19,16375,2016-01-01,2016-12-31,21211,2011.91
2047,2017-04-21,16379,2016-08-01,2017-08-01,7689,896.31
2048,2016-09-13,16383,2016-07-01,2017-07-01,14878,1828.50
2049,2016-01-17,16390,2016-01-01,2016-12-31,9545,2949.31
2050,2017-05-20,16392,2016-07-01,2017-07-01,22940,3104.35
2051,2017-03-18,16393,2016-07-01,2017-07-01,19586,3971.96
2052,2017-03-15,16400,2016-07-01,2017-07-01,10504,1613.18
2053,2017-03-25,16402,2016-07-01,2017-07-01,10087,2892.12
2054,2016-09-17,16417,2016-02-01,2017-01-31,20863,7768.20
2055,2017-08-09,16421,2016-12-01,2017-12-01,27360,5530.82
2056,2016-10-26,16425,2016-01-01,2016-12-31,4287,6957.26
2057,2017-04-03,16427,2016-07-01,2017-07-01,17283,2739.02
2058,2017-05-10,16428,2016-07-01,2017-07-01,364,7944.42
2059,2017-05-19,16431,2016-07-01,2017-07-01,22661,3681.60
2060,2016-09-30,16432,2016-01-01,2016-12-31,14205,8115.03
2061,2017-04-30,16445,2016-11-01,2017-11-01,1635,2629.27
2062,2017-06-04,16455,2016-10-01,2017-10-01,8806,1638.79
2063,2016-07-14,16467,2016-01-01,2016-12-31,10322,6072.31
2064,2016-09-08,16469,2016-07-01,2017-07-01,16251,1991.15
2065,2016-10-14,16476,2016-01-01,2016-12-31,17908,3058.66
2066,2016-09-06,16477,2016-01-01,2016-12-31,14615,3041.88
2067,2016-07-23,16479,2016-03-01,2017-03-01,8312,1157.14
2068,2016-12-25,16484,2016-07-01,2017-07-01,15302,6372.94
2069,2016-10-27,16489,2016-07-01,2017-07-01,1081,7000.50
2070,2016-08-03,16510,2016-01-01,2016-12-31,25892,2424.00
2071,2016-11-19,16515,2016-07-01,2017-07-01,4436,1977.28
2072,2016-11-09,16539,2016-01-01,2016-12-31,22669,4298.24
2073,2016-08-02,16550,2016-07-01,2017-07-01,25391,2242.89
2074,2016-08-11,16551,2016-01-01,2016-12-31,14868,3228.21
2075,2016-04-17,16555,2016-01-01,2016-12-31,26092,1078.83
2076,2016-02-07,16562,2016-01-01,2016-12-31,18403,1870.23
2077,2016-01-31,16565,2016-01-01,2016-12-31,13605,4731.79
2078,2016-04-24,16574,2016-03-01,2017-03-01,20350,1366.83
2079,2016-12-03,16584,2016-07-01,2017-07-01,5199,2930.34
2080,2016-02-23,16599,2016-01-01,2016-12-31,10485,5717.66
2081,2016-09-11,16609,2016-01-01,2016-12-31,26775,883.48
2082,2017-03-02,16615,2016-11-01,2017-11-01,8544,2061.18
2083,2016-12-10,16621,2016-07-01,2017-07-01,4583,1543.66
2084,2016-12-04,16627,2016-01-01,2016-12-31,2106,2224.11
2085,2016-09-25,16632,2016-06-01,2017-06-01,25245,1353.22
2086,2016-09-07,16633,2016-01-01,2016-12-31,13199,1375.84
2087,2016-06-08,16638,2016-01-01,2016-12-31,11413,2281.04
2088,2016-02-25,16648,2016-01-01,2016-12-31,5521,1992.18
2089,2016-08-30,16650,2016-04-01,2017-04-01,12614,3425.92
2090,2017-05-04,16652,2016-07-01,2017-07-01,18911,15669.38
2091,2016-12-01,16659,2016-09-01,2017-09-01,12585,1038.45
2092,2016-08-24,16660,2016-07-01,2017-07-01,3808,2526.98
2093,2017-11-12,16661,2016-12-01,2017-12-01,5148,5719.01
2094,2016-10-12,16669,2016-10-01,2017-10-01,15215,2065.59
2095,2017-02-10,16673,2016-07-01,2017-07-01,9972,1727.33
2096,2016-06-24,16676,2016-01-01,2016-12-31,8588,2791.11
2097,2016-07-18,16678,2016-01-01,2016-12-31,11120,3097.11
2098,2017-01-19,16682,2016-04-01,2017-04-01,11503,3166.08
2099,2016-10-17,16683,2016-01-01,2016-12-31,8547,5868.10
2100,2016-10-30,16696,2016-10-01,2017-10-01,8117,2000.04
2101,2016-10-16,16698,2016-06-01,2017-06-01,17759,1765.15
2102,2016-09-19,16704,2016-03-01,2017-03-01,8823,2940.01
2103,2017-10-18,16726,2016-11-01,2017-11-01,10737,1740.22
2104,2016-10-02,16729,2016-03-01,2017-03-01,26716,2768.56
2105,2017-06-18,16731,2016-07-01,2017-07-01,22645,3576.97
2106,2016-02-22,16741,2016-01-01,2016-12-31,8385,1234.38
2107,2016-02-18,16752,2016-01-01,2016-12-31,10086,5989.84
2108,2017-03-06,16754,2016-07-01,2017-07-01,5456,3325.27
2109,2016-09-08,16755,2016-01-01,2016-12-31,10995,3418.75
2110,2016-03-07,16760,2016-01-01,2016-12-31,26462,1979.67
2111,2016-10-07,16771,2016-06-01,2017-06-01,22679,1959.22
2112,2016-07-06,16772,2016-07-01,2017-07-01,24050,6508.71
2113,2016-08-19,16773,2016-03-01,2017-03-01,7450,1374.42
2114,2016-10-09,16777,2016-07-01,2017-07-01,15436,2466.63
2115,2016-05-12,16789,2016-01-01,2016-12-31,24402,1186.52
2116,2017-01-16,16790,2016-02-01,2017-01-31,6613,2031.20
2117,2017-06-25,16794,2016-07-01,2017-07-01,21711,4645.02
2118,2016-08-20,16805,2016-07-01,2017-07-01,12265,10809.98
2119,2016-11-27,16811,2016-07-01,2017-07-01,16621,5100.61
2120,2016-08-15,16816,2016-01-01,2016-12-31,15266,2573.73
2121,2016-07-22,16824,2016-07-01,2017-07-01,7166,2218.68
2122,2016-11-20,16825,2016-03-01,2017-03-01,1290,3192.67
2123,2016-07-05,16842,2016-01-01,2016-12-31,26079,1962.50
2124,2016-11-12,16845,2016-03-01,2017-03-01,20865,6270.08
2125,2016-11-08,16846,2016-01-01,2016-12-31,26347,1944.40
2126,2016-02-14,16849,2016-01-01,2016-12-31,26228,5162.69
2127,2017-05-18,16866,2016-07-01,2017-07-01,10425,880.38
2128,2017-04-30,16874,2016-06-01,2017-06-01,7956,5624.30
2129,2016-06-16,16875,2016-01-01,2016-12-31,22730,2386.49
2130,2017-02-03,16885,2016-12-01,2017-12-01,10056,810.18
2131,2017-02-02,16896,2016-10-01,2017-10-01,17989,1548.07
2132,2016-03-26,16897,2016-01-01,2016-12-31,6932,3513.34
2133,2016-11-29,16898,2016-11-01,2017-11-01,23873,4547.29
2134,2016-03-28,16909,2016-01-01,2016-12-31,2444,1278.55
2135,2016-03-14,16927,2016-01-01,2016-12-31,11720,4886.14
2136,2016-02-28,16929,2016-02-01,2017-01-31,11049,2587.09
2137,2017-01-30,16930,2016-11-01,2017-11-01,5332,5114.47
2138,2016-07-14,16946,2016-01-01,2016-12-31,2179,2691.40
2139,2017-01-12,16956,2016-05-01,2017-05-01,3966,1169.92
2140,2016-05-28,16957,2016-01-01,2016-12-31,14649,4059.75
2141,2016-03-10,16963,2016-01-01,2016-12-31,22895,769.74
2142,2017-03-11,16971,2016-07-01,2017-07-01,11826,2314.76
2143,2016-03-06,16977,2016-01-01,2016-12-31,8827,3441.45
2144,2017-06-11,16980,2016-08-01,2017-08-01,14940,1842.11
2145,2016-04-04,16984,2016-01-01,2016-12-31,6830,3636.17
2146,2017-06-26,16986,2016-10-01,2017-10-01,19583,2052.73
2147,2016-11-17,16999,2016-07-01,2017-07-01,1306,8761.51
2148,2016-10-08,17017,2016-07-01,2017-07-01,8434,1504.73
2149,2017-01-01,17032,2016-07-01,2017-07-01,16096,3078.69
2150,2016-05-22,17035,2016-04-01,2017-04-01,22209,6489.10
2151,2016-02-04,17065,2016-02-01,2017-01-31,17221,1195.15
2152,2016-03-03,17066,2016-01-01,2016-12-31,23675,3465.35
2153,2016-07-02,17067,2016-04-01,2017-04-01,14942,1485.84
2154,2016-12-11,17070,2016-01-01,2016-12-31,24774,1772.72
2155,2017-05-10,17079,2016-06-01,2017-06-01,16189,5361.57
2156,2016-12-01,17104,2016-01-01,2016-12-31,26789,3231.84
2157,2017-04-09,17112,2016-07-01,2017-07-01,21680,4704.86
2158,2016-10-11,17115,2016-07-01,2017-07-01,1445,1221.55
2159,2017-07-07,17116,2016-09-01,2017-09-01,24327,873.32
2160,2016-03-04,17117,2016-01-01,2016-12-31,10093,3725.53
2161,2016-06-05,17118,2016-01-01,2016-12-31,5836,6505.13
2162,2016-10-18,17120,2016-09-01,2017-09-01,21583,3759.26
2163,2017-08-16,17121,2016-12-01,2017-12-01,12195,3260.09
2164,2016-09-17,17122,2016-07-01,2017-07-01,27073,2265.18
2165,2017-03-06,17130,2016-07-01,2017-07-01,9810,2741.30
2166,2016-10-20,17136,2016-09-01,2017-09-01,15478,2600.30
2167,2017-06-07,17137,2016-07-01,2017-07-01,26115,1069.63
2168,2016-04-25,17141,2016-01-01,2016-12-31,23956,3504.05
2169,2017-11-05,17172,2016-12-01,2017-12-01,4230,4782.29
2170,2016-09-23,17181,2016-07-01,2017-07-01,5278,2200.50
2171,2016-08-18,17184,2016-05-01,2017-05-01,10234,1622.63
2172,2017-01-14,17198,2016-04-01,2017-04-01,25037,7718.31
2173,2017-06-25,17214,2016-10-01,2017-10-01,17689,1616.06
2174,2016-07-11,17217,2016-07-01,2017-07-01,24582,2151.26
2175,2016-08-30,17219,2016-07-01,2017-07-01,6287,1266.93
2176,2016-08-07,17240,2016-01-01,2016-12-31,23573,2125.30
2177,2016-03-04,17250,2016-01-01,2016-12-31,826,1259.09
2178,2016-11-30,17263,2016-07-01,2017-07-01,5225,1128.46
2179,2016-11-09,17265,2016-07-01,2017-07-01,25084,1808.06
2180,2017-03-11,17266,2016-07-01,2017-07-01,22636,7312.28
